venue_id,genre,acts,venue_name,city,latitude,longitude,fetched_at
KovZ9177-2f,Country,1,Bridport Electric Palace,Dorset,50.731918,-2.757895,2026-08-06T17:36:43
KovZ9177-G7,Alternative,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Country,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Dance/Electronic,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Folk,3,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Hip-Hop/Rap,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Jazz,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Metal,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Pop,1,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-G7,Rock,14,Exeter Phoenix,Exeter,50.724815,-3.531253,2026-08-06T17:36:43
KovZ9177-Rf,Rock,1,Southampton Papillon,Southampton,50.90917266,-1.41086349,2026-08-06T17:36:43
KovZ9177-WV,Rock,1,Emerald Theatre,London,51.5099107,-0.11828309,2026-08-06T17:36:43
KovZ9177-_7,R&B,1,Bristol Amphitheatre & Waterfront Square,Bristol,51.44862,-2.60085,2026-08-06T17:36:43
KovZ9177-fV,Jazz,1,Belle Livingstone's 58th Street Country Club,London,51.47289512,-0.06736413,2026-08-06T17:36:43
KovZ9177-x7,Rock,1,"Palace Theatre, Southend",Southend-On-Sea,51.543874,0.691363,2026-08-06T17:36:43
KovZ9177047,Rock,1,The Fire Station,Sunderland,54.90744,-1.38309,2026-08-06T17:36:43
KovZ91770Q7,Jazz,1,Scarborough Spa Theatre,Scarborough,54.275699,-0.397446,2026-08-06T17:36:43
KovZ91770Q7,Pop,1,Scarborough Spa Theatre,Scarborough,54.275699,-0.397446,2026-08-06T17:36:43
KovZ91770Q7,Reggae,1,Scarborough Spa Theatre,Scarborough,54.275699,-0.397446,2026-08-06T17:36:43
KovZ91770Q7,Rock,4,Scarborough Spa Theatre,Scarborough,54.275699,-0.397446,2026-08-06T17:36:43
KovZ91770Qf,Country,1,Whitby Pavilion Theatre,Whitby,54.490859,-0.620487,2026-08-06T17:36:43
KovZ91770Qf,Rock,5,Whitby Pavilion Theatre,Whitby,54.490859,-0.620487,2026-08-06T17:36:43
KovZ91770R7,Alternative,1,Wolverhampton Arts Centre,Wolverhampton,52.5916044,-2.1330758,2026-08-06T17:36:43
KovZ91770S0,Dance/Electronic,1,LiveHouse,Dundee,56.46056,-2.97,2026-08-06T17:36:43
KovZ91770S0,Folk,1,LiveHouse,Dundee,56.46056,-2.97,2026-08-06T17:36:43
KovZ91770S0,Metal,1,LiveHouse,Dundee,56.46056,-2.97,2026-08-06T17:36:43
KovZ91770S0,Rock,4,LiveHouse,Dundee,56.46056,-2.97,2026-08-06T17:36:43
KovZ91770_0,Rock,8,Utilita Arena Sheffield,Sheffield,53.399786,-1.418825,2026-08-06T17:36:43
KovZ91770_V,Classical,1,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770_V,Folk,1,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770_V,Holiday,1,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770_V,Pop,2,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770_V,R&B,2,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770_V,Rock,10,Sheffield City Hall Oval Hall,Sheffield,53.38118,-1.471079,2026-08-06T17:36:43
KovZ91770d7,Rock,1,Hackney Empire,London,51.546122,-0.05542,2026-08-06T17:36:43
KovZ91770uf,R&B,1,Blackpool Grand Theatre,Blackpool,53.817227,-3.053335,2026-08-06T17:36:43
KovZ917710V,Dance/Electronic,1,Peterborough Cathedral,Peterborough,52.5730895,-0.2416037,2026-08-06T17:36:43
KovZ917710V,Pop,1,Peterborough Cathedral,Peterborough,52.5730895,-0.2416037,2026-08-06T17:36:43
KovZ917710V,Rock,1,Peterborough Cathedral,Peterborough,52.5730895,-0.2416037,2026-08-06T17:36:43
KovZ917710f,Alternative,2,The Louisiana,Bristol,51.4467999,-2.59643092,2026-08-06T17:36:43
KovZ917710f,Folk,1,The Louisiana,Bristol,51.4467999,-2.59643092,2026-08-06T17:36:43
KovZ917710f,Pop,1,The Louisiana,Bristol,51.4467999,-2.59643092,2026-08-06T17:36:43
KovZ917710f,Rock,5,The Louisiana,Bristol,51.4467999,-2.59643092,2026-08-06T17:36:43
KovZ917710f,World,1,The Louisiana,Bristol,51.4467999,-2.59643092,2026-08-06T17:36:43
KovZ9177150,Jazz,28,Vortex Jazz Club,London,51.54879,-0.07665,2026-08-06T17:36:43
KovZ9177150,Rock,1,Vortex Jazz Club,London,51.54879,-0.07665,2026-08-06T17:36:43
KovZ9177177,Rock,1,The Queens Theatre,Barnstaple,51.081053,-4.058507,2026-08-06T17:36:43
KovZ9177197,Country,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Dance/Electronic,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Hip-Hop/Rap,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Jazz,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Metal,3,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Pop,4,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Reggae,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,Rock,13,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ9177197,World,1,O2 Institute3 Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771Bf,Metal,1,Asylum Bar and Venue,Birmingham,52.488445,-1.902404,2026-08-06T17:36:43
KovZ91771Bf,Reggae,1,Asylum Bar and Venue,Birmingham,52.488445,-1.902404,2026-08-06T17:36:43
KovZ91771Bf,Rock,1,Asylum Bar and Venue,Birmingham,52.488445,-1.902404,2026-08-06T17:36:43
KovZ91771D7,Dance/Electronic,1,Ministry Of Sound,London,51.49765,-0.099209,2026-08-06T17:36:43
KovZ91771HV,Country,1,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Dance/Electronic,4,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Folk,1,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Hip-Hop/Rap,1,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Metal,5,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Pop,7,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,R&B,3,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Reggae,1,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771HV,Rock,28,O2 Institute Birmingham,Birmingham,52.475756,-1.887562,2026-08-06T17:36:43
KovZ91771J0,Pop,1,Blackpool Winter Gardens,Blackpool,53.817668,-3.051569,2026-08-06T17:36:43
KovZ91771J0,Rock,6,Blackpool Winter Gardens,Blackpool,53.817668,-3.051569,2026-08-06T17:36:43
KovZ91771N0,Dance/Electronic,1,XOYO Birmingham,Birmingham,52.47501827,-1.88087599,2026-08-06T17:36:43
KovZ91771N0,Hip-Hop/Rap,1,XOYO Birmingham,Birmingham,52.47501827,-1.88087599,2026-08-06T17:36:43
KovZ91771N0,Metal,4,XOYO Birmingham,Birmingham,52.47501827,-1.88087599,2026-08-06T17:36:43
KovZ91771N0,Rock,3,XOYO Birmingham,Birmingham,52.47501827,-1.88087599,2026-08-06T17:36:43
KovZ91771O7,Folk,1,Octagon,Sheffield,53.380068,-1.489748,2026-08-06T17:36:43
KovZ91771O7,Rock,8,Octagon,Sheffield,53.380068,-1.489748,2026-08-06T17:36:43
KovZ91771Of,Rock,4,Congress Theatre,Eastbourne,50.762672,0.284256,2026-08-06T17:36:43
KovZ91771P0,Alternative,1,Arts Club Liverpool - Theatre,Liverpool,53.40156251,-2.97780543,2026-08-06T17:36:43
KovZ91771P0,Folk,1,Arts Club Liverpool - Theatre,Liverpool,53.40156251,-2.97780543,2026-08-06T17:36:43
KovZ91771P0,Rock,2,Arts Club Liverpool - Theatre,Liverpool,53.40156251,-2.97780543,2026-08-06T17:36:43
KovZ91771Rf,Country,1,Kidderminster Town Hall,Kidderminster,52.3874,-2.24884,2026-08-06T17:36:43
KovZ91771S7,Dance/Electronic,1,The Globe,Cardiff,51.494329,-3.165064,2026-08-06T17:36:43
KovZ91771S7,Metal,1,The Globe,Cardiff,51.494329,-3.165064,2026-08-06T17:36:43
KovZ91771S7,Pop,1,The Globe,Cardiff,51.494329,-3.165064,2026-08-06T17:36:43
KovZ91771S7,R&B,1,The Globe,Cardiff,51.494329,-3.165064,2026-08-06T17:36:43
KovZ91771S7,Rock,4,The Globe,Cardiff,51.494329,-3.165064,2026-08-06T17:36:43
KovZ91771U0,Folk,1,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771U0,Hip-Hop/Rap,6,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771U0,Metal,5,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771U0,Pop,1,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771U0,R&B,2,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771U0,Rock,23,O2 Academy Islington,London,51.534469,-0.106613,2026-08-06T17:36:43
KovZ91771VV,Alternative,2,"The Victoria, Birmingham",Birmingham,52.476568,-1.900914,2026-08-06T17:36:43
KovZ91771VV,Dance/Electronic,1,"The Victoria, Birmingham",Birmingham,52.476568,-1.900914,2026-08-06T17:36:43
KovZ91771VV,Rock,1,"The Victoria, Birmingham",Birmingham,52.476568,-1.900914,2026-08-06T17:36:43
KovZ91771WV,Alternative,1,Birmingham Flapper,Birmingham,52.480185,-1.912465,2026-08-06T17:36:43
KovZ91771WV,Metal,2,Birmingham Flapper,Birmingham,52.480185,-1.912465,2026-08-06T17:36:43
KovZ91771WV,Rock,1,Birmingham Flapper,Birmingham,52.480185,-1.912465,2026-08-06T17:36:43
KovZ91771X0,Rock,1,Newbury Corn Exchange,Newbury,51.400877,-1.322627,2026-08-06T17:36:43
KovZ91771a7,Hip-Hop/Rap,1,Northumbria Students Union,Newcastle,54.979831,-1.608845,2026-08-06T17:36:43
KovZ91771a7,Metal,1,Northumbria Students Union,Newcastle,54.979831,-1.608845,2026-08-06T17:36:43
KovZ91771a7,Pop,1,Northumbria Students Union,Newcastle,54.979831,-1.608845,2026-08-06T17:36:43
KovZ91771a7,Rock,5,Northumbria Students Union,Newcastle,54.979831,-1.608845,2026-08-06T17:36:43
KovZ91771b0,Rock,1,Various Manchester Venues ,Manchester,53.478393,-2.248876,2026-08-06T17:36:43
KovZ91771rf,Rock,3,Asylum Hull University Union,Hull,53.76964,-0.3671649,2026-08-06T17:36:43
KovZ91771v7,Rock,1,Sebright Arms,London,51.532023,-0.063116,2026-08-06T17:36:43
KovZ91771wV,Pop,1,Clapham Grand,London,51.462879,-0.170027,2026-08-06T17:36:43
KovZ91771y7,Pop,2,Victoria Theatre,Halifax,53.721265,-1.861651,2026-08-06T17:36:43
KovZ91771y7,Rock,1,Victoria Theatre,Halifax,53.721265,-1.861651,2026-08-06T17:36:43
KovZ91772G7,Metal,1,Strings Bar & Venue,Isle Of Wight,50.697969,-1.294814,2026-08-06T17:36:43
KovZ91773g7,Alternative,7,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Dance/Electronic,1,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Folk,1,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Hip-Hop/Rap,1,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Metal,1,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Pop,1,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91773g7,Rock,12,The Horn,St Albans,51.750295,-0.329006,2026-08-06T17:36:43
KovZ91774eV,Folk,1,Fochabers Public Institute,Fochabers,57.612391,-3.092362,2026-08-06T17:36:43
KovZ917751f,Rock,1,Venue Cymru - The Arena,Llandudno,53.321836,-3.815494,2026-08-06T17:36:43
KovZ917759f,Rock,2,Think Tank At Digital,Newcastle Upon Tyne,54.9696,-1.6215,2026-08-06T17:36:43
KovZ91775TV,Alternative,3,Sunflower Lounge,Birmingham,52.47634,-1.89772,2026-08-06T17:36:43
KovZ91775TV,Folk,1,Sunflower Lounge,Birmingham,52.47634,-1.89772,2026-08-06T17:36:43
KovZ91775TV,Pop,2,Sunflower Lounge,Birmingham,52.47634,-1.89772,2026-08-06T17:36:43
KovZ91775TV,Rock,8,Sunflower Lounge,Birmingham,52.47634,-1.89772,2026-08-06T17:36:43
KovZ91775af,Dance/Electronic,2,Hackney Church ,London,51.5490824,-0.0532401,2026-08-06T17:36:43
KovZ91775af,Hip-Hop/Rap,1,Hackney Church ,London,51.5490824,-0.0532401,2026-08-06T17:36:43
KovZ91775af,R&B,1,Hackney Church ,London,51.5490824,-0.0532401,2026-08-06T17:36:43
KovZ91775af,Rock,5,Hackney Church ,London,51.5490824,-0.0532401,2026-08-06T17:36:43
KovZ91775b0,Rock,2,Apex,Bury St Edmunds,52.245855,0.709148,2026-08-06T17:36:43
KovZ91775q7,Alternative,1,Citadel Arts Centre,St Helens,53.451902,-2.739906,2026-08-06T17:36:43
KovZ91775q7,Rock,1,Citadel Arts Centre,St Helens,53.451902,-2.739906,2026-08-06T17:36:43
KovZ91775qf,Country,1,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,Dance/Electronic,1,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,Hip-Hop/Rap,1,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,Latin,1,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,Pop,3,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,R&B,2,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775qf,Rock,14,Albert Hall,Manchester,53.478402,-2.248891,2026-08-06T17:36:43
KovZ91775rV,Folk,2,Manchester Gullivers,Manchester,53.483626,-2.234621,2026-08-06T17:36:43
KovZ91775rV,Pop,1,Manchester Gullivers,Manchester,53.483626,-2.234621,2026-08-06T17:36:43
KovZ91775rV,R&B,2,Manchester Gullivers,Manchester,53.483626,-2.234621,2026-08-06T17:36:43
KovZ91775rV,Rock,1,Manchester Gullivers,Manchester,53.483626,-2.234621,2026-08-06T17:36:43
KovZ91775s7,Folk,1,Heartbreakers,Southampton,50.902828,-1.401742,2026-08-06T17:36:43
KovZ91775s7,Rock,1,Heartbreakers,Southampton,50.902828,-1.401742,2026-08-06T17:36:43
KovZ91775t0,Alternative,4,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775t0,Dance/Electronic,1,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775t0,Jazz,1,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775t0,New Age,1,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775t0,Pop,3,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775t0,Rock,4,HEADROW HOUSE,Leeds,53.79882698,-1.54087082,2026-08-06T17:36:43
KovZ91775v7,Dance/Electronic,1,O2 Academy Leicester,Leicester,52.621929,-1.123824,2026-08-06T17:36:43
KovZ91775v7,Folk,1,O2 Academy Leicester,Leicester,52.621929,-1.123824,2026-08-06T17:36:43
KovZ91775v7,Hip-Hop/Rap,1,O2 Academy Leicester,Leicester,52.621929,-1.123824,2026-08-06T17:36:43
KovZ91775v7,Pop,2,O2 Academy Leicester,Leicester,52.621929,-1.123824,2026-08-06T17:36:43
KovZ91775v7,Rock,9,O2 Academy Leicester,Leicester,52.621929,-1.123824,2026-08-06T17:36:43
KovZ91775xV,Dance/Electronic,1,Camp and Furnace,Liverpool,53.394191,-2.981065,2026-08-06T17:36:43
KovZ91775xV,Rock,2,Camp and Furnace,Liverpool,53.394191,-2.981065,2026-08-06T17:36:43
KovZ917766V,Alternative,2,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ917766V,Country,1,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ917766V,Dance/Electronic,1,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ917766V,Folk,3,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ917766V,Pop,3,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ917766V,Rock,6,"Foundry, Sheffield",Sheffield,53.381039,-1.49067,2026-08-06T17:36:43
KovZ91776B7,Folk,1,Birmingham Dead Wax,Birmingham,52.475101,-1.8792,2026-08-06T17:36:43
KovZ91776B7,Rock,2,Birmingham Dead Wax,Birmingham,52.475101,-1.8792,2026-08-06T17:36:43
KovZ91776D0,Dance/Electronic,1,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776D0,Hip-Hop/Rap,1,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776D0,Metal,2,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776D0,Pop,3,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776D0,R&B,1,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776D0,Rock,3,Bristol Strange Brew,Bristol,51.45614,-2.59044,2026-08-06T17:36:43
KovZ91776F7,Pop,1,Bournemouth Pavilion,Bournemouth,50.717544,-1.875166,2026-08-06T17:36:43
KovZ91776F7,R&B,2,Bournemouth Pavilion,Bournemouth,50.717544,-1.875166,2026-08-06T17:36:43
KovZ91776F7,Rock,7,Bournemouth Pavilion,Bournemouth,50.717544,-1.875166,2026-08-06T17:36:43
KovZ91776I0,R&B,2,Royal and Derngate,Northampton,52.236412,-0.894129,2026-08-06T17:36:43
KovZ91776Jf,Pop,1,Borde Hill Garden,West Sussex,51.021837,-0.113146,2026-08-06T17:36:43
KovZ91776Jf,R&B,1,Borde Hill Garden,West Sussex,51.021837,-0.113146,2026-08-06T17:36:43
KovZ91776Jf,Rock,1,Borde Hill Garden,West Sussex,51.021837,-0.113146,2026-08-06T17:36:43
KovZ91776Z7,Alternative,1,"The Georgian Theatre, Stockton-on-Tees",Stockton-On-Tees,54.5643998,-1.3122893,2026-08-06T17:36:43
KovZ91776Z7,Blues,1,"The Georgian Theatre, Stockton-on-Tees",Stockton-On-Tees,54.5643998,-1.3122893,2026-08-06T17:36:43
KovZ91776Z7,Metal,1,"The Georgian Theatre, Stockton-on-Tees",Stockton-On-Tees,54.5643998,-1.3122893,2026-08-06T17:36:43
KovZ91776Z7,Rock,6,"The Georgian Theatre, Stockton-on-Tees",Stockton-On-Tees,54.5643998,-1.3122893,2026-08-06T17:36:43
KovZ91776_7,Alternative,7,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Country,2,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Folk,1,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Hip-Hop/Rap,1,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Jazz,1,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Metal,1,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,R&B,1,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776_7,Rock,18,Thekla,Bristol,51.448839,-2.595066,2026-08-06T17:36:43
KovZ91776a7,Rock,2,Olympia,London,51.494968,-0.21165,2026-08-06T17:36:43
KovZ91776e7,Alternative,2,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776e7,Dance/Electronic,4,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776e7,Folk,2,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776e7,Pop,6,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776e7,R&B,2,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776e7,Rock,10,YES (Pink Room),Manchester,53.474109,-2.238335,2026-08-06T17:36:43
KovZ91776m0,Alternative,4,Moth Club,London,51.54563783,-0.05444707,2026-08-06T17:36:43
KovZ91776m0,Country,1,Moth Club,London,51.54563783,-0.05444707,2026-08-06T17:36:43
KovZ91776m0,Folk,1,Moth Club,London,51.54563783,-0.05444707,2026-08-06T17:36:43
KovZ91776m0,Pop,1,Moth Club,London,51.54563783,-0.05444707,2026-08-06T17:36:43
KovZ91776m0,Rock,5,Moth Club,London,51.54563783,-0.05444707,2026-08-06T17:36:43
KovZ91776r0,Alternative,2,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r0,Dance/Electronic,3,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r0,Hip-Hop/Rap,2,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r0,Pop,2,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r0,R&B,1,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r0,Rock,17,Scala,London,51.530777,-0.120276,2026-08-06T17:36:43
KovZ91776r7,Country,1,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Dance/Electronic,1,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Folk,1,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Hip-Hop/Rap,3,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Metal,5,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Pop,5,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,R&B,1,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776r7,Rock,29,O2 Academy Leeds,Leeds,53.802291,-1.547287,2026-08-06T17:36:43
KovZ91776vf,Folk,1,Venue Cymru Theatre,Llandudno,53.321836,-3.815494,2026-08-06T17:36:43
KovZ91776vf,Pop,1,Venue Cymru Theatre,Llandudno,53.321836,-3.815494,2026-08-06T17:36:43
KovZ91776vf,R&B,1,Venue Cymru Theatre,Llandudno,53.321836,-3.815494,2026-08-06T17:36:43
KovZ91776vf,Rock,4,Venue Cymru Theatre,Llandudno,53.321836,-3.815494,2026-08-06T17:36:43
KovZ91776wf,Rock,1,Bilston Town Hall,Bilston,52.56657,-2.07572,2026-08-06T17:36:43
KovZ91776yV,R&B,1,"Magazine Open-Air, London",London,51.499302,0.00079,2026-08-06T17:36:43
KovZ917777f,Classical,1,Stockwood Park,Luton,51.864121,-0.420634,2026-08-06T17:36:43
KovZ917777f,Rock,1,Stockwood Park,Luton,51.864121,-0.420634,2026-08-06T17:36:43
KovZ91777Af,Pop,1,O2 Academy2 Leicester,Leicester,52.621919,-1.12381,2026-08-06T17:36:43
KovZ91777Af,Rock,6,O2 Academy2 Leicester,Leicester,52.621919,-1.12381,2026-08-06T17:36:43
KovZ91777F0,Dance/Electronic,1,Arts Club,Liverpool,53.401673,-2.978469,2026-08-06T17:36:43
KovZ91777F0,Metal,1,Arts Club,Liverpool,53.401673,-2.978469,2026-08-06T17:36:43
KovZ91777F0,Rock,3,Arts Club,Liverpool,53.401673,-2.978469,2026-08-06T17:36:43
KovZ91777H0,Pop,1,M.E.C.A. Swindon,Wiltshire,51.55872941,-1.78032129,2026-08-06T17:36:43
KovZ91777RV,Alternative,4,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Ballads/Romantic,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Country,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Dance/Electronic,2,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Folk,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Hip-Hop/Rap,4,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Latin,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Metal,9,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Pop,5,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,R&B,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Reggae,1,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777RV,Rock,11,Electric Brixton,London,51.459846,-0.117044,2026-08-06T17:36:43
KovZ91777VV,Jazz,1,Leamington Spa Assembly,Leamington Spa,52.285603,-1.53369,2026-08-06T17:36:43
KovZ91777VV,Reggae,1,Leamington Spa Assembly,Leamington Spa,52.285603,-1.53369,2026-08-06T17:36:43
KovZ91777VV,Rock,4,Leamington Spa Assembly,Leamington Spa,52.285603,-1.53369,2026-08-06T17:36:43
KovZ91777W7,Country,2,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
KovZ91777W7,Folk,1,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
KovZ91777W7,Hip-Hop/Rap,3,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
KovZ91777W7,Jazz,1,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
KovZ91777W7,Pop,4,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
KovZ91777W7,R&B,6,KOKO,London,51.535029,-0.139335,2026-08-06T17:36:43
